ID,english,label,pred_english,conf_english
494,"Now even a petty country like Bangladesh is making fun of India... Wow, great job, Feku.",1,0,"0.7337045073509216,0.26629549264907837"
495,"Damn, the police got martyred, and necks were killed, damn, the one who posted this is a bastard, damn, the neck was martyred too, or only the police?",1,0,"0.9843480587005615,0.015651941299438477"
496,"According to Indian media reports, 13 soldiers were patrolling when BAT infiltrated and killed 2, beheading them. The question arises, which no Indian will answer, where were the other 11 cowardly soldiers hiding with their wet pants during this????? 😂😂😂
Alright, let's assume the Pak army attacked secretly, but if the 11 soldiers had fought, the heads wouldn't have been cut off, poor souls...
Indians, answer, where did the 11 cowards run off to then???? 😍😅✌💕 this is called infiltrating and killing.",1,0,"0.5682481527328491,0.4317517578601837"
497,These bastards only produce militants.,1,0,"0.8528813123703003,0.14711865782737732"
498,"Hey sycophants, stop this pretense, who withdrew how much, standing in bank lines, how many times did they stand to withdraw????",1,0,"0.9405819177627563,0.05941806733608246"
499,"Don't delete the post, now we have to wipe out Pak, stop barking like dogs, do it like lions, it's better to die once like a lion than live like cowards.",1,0,"0.7624478340148926,0.23755216598510742"
500,"Alright, what the soldiers couldn't do, the dogs are doing, the government has tied the hands of our soldier brothers, but this is good work, bring four more dogs.",1,0,"0.9405651688575745,0.05943483114242554"
501,"#Nitin Chopra, you opened your mouth like you got it in the donkey's behind.",1,0,"0.941817045211792,0.05818294361233711"
502,This woman has gone mad.,1,0,"0.8193804621696472,0.18061958253383636"
503,"IRFAN NAGORI BROTHER... no matter how much you tell these devotees about the nonsense done by the government, these bastard devotees are like a dog's tail, never straightens...To them, even Modi's shit tastes like Gulab Jamun...",1,0,"0.708107590675354,0.291892409324646"
504,"BJP's history is old, after taking votes from Biharis, they only abuse them later.",1,0,"0.6981090307235718,0.3018909692764282"
505,"Dirty dog, mullah's offspring.",1,0,"0.8264889121055603,0.1735110729932785"
506,"Patriot Azad, it's your fault, whenever India attacked, they peed their pants, did they come to drink tea, why did your army run away, what happened, answer, cowardly Indian army.",1,1,"0.36387351155281067,0.6361265182495117"
507,"Lowly, arrogant, rude, foul-mouthed Shahrukh.",1,0,"0.5389785766601562,0.4610213339328766"
508,"Go away, bastard, you people will divide the country for your popularity.Even today, you don't know that the CM's office deals with state matters, not reading the azaan, if you want to read the azaan, go to the mosque, you bastard.",1,0,"0.585498034954071,0.41450193524360657"
509,"Now you'll say since Yogi ji is UP's CM, to show secularism, he started keeping fasts too 😂😂😂.",1,0,"0.9994233846664429,0.0005766040412709117"
510,There are such people in the world who say such things.,1,0,"0.9994644522666931,0.0005356038454920053"
511,"Juzer Hussain, didn't you sip some piss today, talking like an illiterate, lying one after another 😃.Have our soldiers worn bangles that they don't give a befitting reply to these dogs?",1,0,"0.8734981417655945,0.1265018731355667"
512,"If it doesn't get solved quickly, you'll get your ass kicked... don't threaten, and tell that swaggering elephant that ants are ready to put it to sleep.",1,0,"0.9513344168663025,0.04866557568311691"
513,She does a lot of sycophancy.,1,0,"0.9417469501495361,0.05825306475162506"
514,"Please don't call these two on the show, it feels bad when they tarnish our country's honor on media.",1,0,"0.9983392953872681,0.0016607011202722788"
515,"Sister's bastard mullahs, first have the guts to sing bhajans in your homes.",1,0,"0.9487481117248535,0.05125189572572708"
516,"Go away, cheapster.",1,0,"0.8214187026023865,0.17858129739761353"
517,You're 30% of the population... still whining about being a minority... 😂😂😂😂.,1,0,"0.7956966161727905,0.20430336892604828"
518,"Hmm, headache, I can't understand, there's dung instead of a brain, how can it hurt, do one thing, do yoga in the morning, it'll be fine.",1,0,"0.9992339611053467,0.0007660624687559903"
519,Got freedom from the government of thieves.,1,0,"0.9958894848823547,0.004110575653612614"
520,"Oh, he's not a maulana, he's a donkey.",1,0,"0.9072809219360352,0.09271906316280365"
521,"Hey dog, you forgot the 65 war, bastards came to take Lahore, their tanks are still here.They didn't get Lahore, took Baba ji's insult and left.",1,0,"0.9183464646339417,0.08165352791547775"
522,"Wow, what a response... you ABP people are such bastards... fake news is in your DNA...And the innocent public gets fooled, they believe what you show, we don't want Pakistan's army's destruction and ruin... we want heads, heads...
You've crossed the limit of brokering, you corrupt media people.",1,0,"0.8515251278877258,0.14847490191459656"
523,"Don't do this to get famous, got it, English media.",1,0,"0.9988440275192261,0.0011559294071048498"
524,A mullah stays an idiot even if he goes abroad.,1,1,"0.49856874346733093,0.5014312863349915"
525,"Some people don't like it when Pakistan gets hurt, bastards eat here and sing for Pak, m.c.b.c.",1,0,"0.922759473323822,0.0772404819726944"
526,"Check the constitution, only an Indian can become the PM of this country, how did this Italian woman become Indian? If she wants to be PM, Congress needs to amend the constitution, which requires a 2/3 majority, which Congress doesn't have today.",1,0,"0.8668689727783203,0.1331310123205185"
527,"Hey, prostitute's child, learn to talk properly, your mother's vagina, Bulla Miya, brother's prostitute, your sister ate beef, heard that, you whore.",1,0,"0.5250989198684692,0.47490108013153076"
528,"Yes, world level, one bastard Sanya Mirza took, hasn't been able to have a kid yet, 7 years have passed, Nitish Garg.",1,0,"0.9544230103492737,0.0455770269036293"
529,What else can these bastard puppies say?,1,0,"0.9440858960151672,0.05591408908367157"
530,Aaj Tak people are BJP devotees... show one news where Aaj Tak showed anything against Modi or Amit Shah... it's all fake...,1,0,"0.9516692757606506,0.04833074286580086"
531,"Shut up, you corrupt fodder thief.",1,0,"0.8422533869743347,0.1577465534210205"
532,"Don't talk nonsense... this business is very old... got caught today, huh... don't talk about chips, they scam without chips, it's not a big deal.",1,0,"0.996926486492157,0.003073551692068577"
533,"You'll remain a slave nation, Indian, and Jitendra Jha, don't use such dirty words for religion.There are 25 crore Muslims in India, if they get hold of you, they'll rip your pants off.
Now go and drink cow 🐄 piss, haha, illiterate.",1,0,"0.9745646119117737,0.025435317307710648"
534,This isn't your Baba ji's house... come with perfume sometime.,1,0,"0.9964191913604736,0.0035808540415018797"
535,"Hey, now you're barking at the one you're talking about.",1,0,"0.9939914345741272,0.006008566357195377"
536,Good news... but he should have been encountered right then.,1,0,"0.8244014382362366,0.17559853196144104"
537,"Stop it, your Yogi Modi, our soldiers are getting martyred every day, and you bastard came in the middle to broker like the media, be ashamed.",1,0,"0.991947591304779,0.008052414283156395"
538,"1 lakh Pakistani bastard soldiers, remember?? If not, ask your uncle, in 1971, what kind of screwing our soldiers did to yours.We created a whole country called Bangladesh, if you poke us again, such a screwing will happen to Pakistanis that at least 4-5 separate countries will be born, after all, we 125 crore Indians are your father :p.",1,0,"0.953717052936554,0.04628299921751022"
539,"After so many years, an SP leader spoke some truth.",1,0,"0.9985520243644714,0.001447971910238266"
540,"Hey, Pakistan's animals, do you have any manners to talk to girls or not? Devil, you won't even get a place in hell!",1,0,"0.9334613084793091,0.06653871387243271"
541,"Azam Khan, leave the country, communalism will end, bastards eat in India and sing for outside.",1,0,"0.8721470832824707,0.1278529018163681"
542,"It's all propaganda, from both sides, playing with people's emotions, fooling the public.These governments are sold out.",1,0,"0.9997729659080505,0.0002269972610520199"
543,"Who's the idiot spreading this rumor, bastard's piss.",1,0,"0.9768054485321045,0.023194581270217896"
544,Idiot was sleeping #just_woke_up.,1,0,"0.9610260725021362,0.03897400200366974"
545,Change the Home Minister... bastard eunuch Rajnath... our soldiers are dying... he only condemns.,1,0,"0.9967156648635864,0.0032843470107764006"
546,"Just keep showing fake news and celebrate, bastards news people... the country's soldiers are dying, and you promote Modi...We want Pakistan's end.",1,0,"0.7627689242362976,0.23723098635673523"
547,"If their daughters-in-law and daughters get old, they should hand them over to the country's people.",1,0,"0.6013396382331848,0.3986603617668152"
548,"Why is your ass hurting... fodder thief, scoundrel.",1,0,"0.7217685580253601,0.2782314121723175"
549,Idiot number 1.,1,0,"0.935208797454834,0.06479113548994064"
550,"Otherwise, their brothers die like dogs every day at the hands of our army, ask them how paradise is.",1,0,"0.9590433239936829,0.040956638753414154"
551,Modi ji already home-delivered notes to his devotees.,1,0,"0.9959012866020203,0.004098739940673113"
552,The fodder thief is preaching morality...,1,0,"0.9615586400032043,0.03844129294157028"
553,"Haha, looks like an illiterate, old, naked fool... haha.",1,0,"0.8560683131217957,0.14393167197704315"
554,"Mohammad, you disloyal pig and product of halala, why are you speaking in between? Doesn't the truth feel good? 😀😁😂",1,0,"0.7942184209823608,0.20578160881996155"
555,"This is true, and BJP is fulfilling the role of alliances like useless people.",1,0,"0.9144890308380127,0.08551095426082611"
556,"Pimp media, dog media, our soldiers are getting martyred, and they're obsessed with triple talaq, marriage, namaz, and Islam.",1,0,"0.980541467666626,0.019458474591374397"
557,"Modi ji... enough is enough, how long will our soldiers keep getting martyred, screw Pakistan, thrash those bastards, ghosts who don't listen to words need kicks.",1,0,"0.7156490683555603,0.2843508720397949"
558,"Namo, we didn't expect this from you, sir, fulfill the promises you made during the election, otherwise, what's the difference between you and Congress.",1,0,"0.9913384914398193,0.008661520667374134"
559,"Jai Hind, if the Modi government stays silent even now, then there's no difference between Modi and Manmohan governments.",1,0,"0.9988906979560852,0.0011092900531366467"
560,"This is the government's dog, it'll bark something or the other...",1,0,"0.9991699457168579,0.000830033968668431"
561,"Gaurav Thakur, you bastard's offspring, we Muslims will screw both your black goddess and white goddess, got it? HA HA HA HA HA HA HA.",1,0,"0.994858980178833,0.005141000729054213"
562,"When BJP starts losing, they ditch issues and start Hindu-Muslim fights so no one talks about water, electricity, medicine, health, education, and they win elections by spreading hate and keep doing corruption...Delhi's people are educated, your communalism won't work in Delhi anymore, devotees... talk about issues, what did you do in MCD in the last 10 years except corruption?
You keep imposing taxes, increasing inflation, and doing corruption... answer that... you'll get eggs if there's an MCD test for you.",1,0,"0.9548099637031555,0.045190051198005676"
563,"Beast's offspring, what does it know, mother, sister, wife, daughter, anyone in front, it doesn't matter.",1,0,"0.9574403762817383,0.04255961999297142"
564,"He's crazy, wasting milk, put it in some poor person's mouth.",1,0,"0.9137724041938782,0.08622758090496063"
565,"The easiest way to spot devotees, those abusing mothers and sisters on FB are devotees.",1,0,"0.9968575239181519,0.0031424625776708126"
566,"Now this thief tea-seller's mouth is shut, bloody liar.",1,0,"0.9324773550033569,0.06752266734838486"
567,"Your mother's vagina, bastard... our soldiers got martyred... you bastards, what's the point of blasting a checkpoint... his mother's vagina...",1,0,"0.6886764168739319,0.31132352352142334"
568,There shouldn't be a country called Pakistan... kill the mullahs.,1,1,"0.18716275691986084,0.8128372430801392"
569,"Those who don't put a photo are bastards, haha 😂😂😂.",1,0,"0.9941646456718445,0.005835352931171656"
570,"Sonu ji, if you don't like azaan, temple, or gurdwara sounds, no problem, but the songs you sing day and night, do you sing them without a mic?????The songs you play, are they without loudspeakers?????
You're just a singer, not sensible!",1,0,"0.7778251767158508,0.22217485308647156"
571,"Ankush Walia, street-level idiot blind devotee spotted with his dung logic 😇😇😚😚👊👊😕.",1,0,"0.8104227185249329,0.18957722187042236"
572,"The day our patience breaks, consider Pakistan's mother screwed, bastard, your Pakistan's population is less than one of our states, if we piss, Pakistan will flood, and you talk.",1,0,"0.9842875003814697,0.015712488442659378"
573,"Varun Shrivastava, your experience speaks, haha, again Burnol, son, eat beef and become a man, cow urine-drinking nation.",1,1,"0.3234047293663025,0.6765952706336975"
574,"Damn, we'll pull the sandals out of their butts :p, first get the guts to go there.",1,0,"0.9678611159324646,0.0321388766169548"
575,"Pakistan is a huge country, they've been killing us for years, we keep getting killed... soldiers, they kill 2, 20 of ours get martyred.",1,0,"0.9734843373298645,0.026515614241361618"
576,"Tell this Maulana to ring bells in his house... conduct puja... otherwise, we'll think he's an enemy of Hindus.",1,0,"0.9876137971878052,0.012386234477162361"
577,No damn support.,1,0,"0.9945682287216187,0.005431783851236105"
578,Come on a video call... I'll screw you up.,1,0,"0.9982471466064453,0.0017529098549857736"
579,"Put a stick in Indian Express's ass, bloody bastards.",1,0,"0.9607284069061279,0.039271507412195206"
580,"Alright, who cares or what's the difference, Indian army is waiting for the government to do something, but what are they doing, politics, damn dogs.",1,0,"0.7743732929229736,0.22562670707702637"
581,"AAP party does dirty politics, not good for Delhi.",1,0,"0.9993359446525574,0.0006640335777774453"
582,"Bastard pig's offspring, what good do you speak?",1,0,"0.9644231200218201,0.035576894879341125"
583,"Sickular dogs' butts are on fire, that's why they're barking.",1,0,"0.9733269810676575,0.026672953739762306"
584,Who likes Muslims... the whole world is fed up with Muslims...,1,0,"0.5167806148529053,0.4832194447517395"
585,Hey idiot mullah.,1,1,"0.2986449897289276,0.7013550400733948"
586,His brain's gone bad due to lack of work.,1,0,"0.954437255859375,0.045562807470560074"
587,"Unrest in Kashmir is because of Pakistan, but Sindh and Baloch will soon be free because of your antics.",1,0,"0.8109697699546814,0.18903027474880219"
588,Broker channel Aaj Tak.,1,0,"0.9992110729217529,0.000788854609709233"
589,"Wow, India's people are drowning.",1,0,"0.5007251501083374,0.4992749094963074"
590,"As long as Dalits keep getting reservations, discrimination will continue.",1,0,"0.9495476484298706,0.0504523403942585"
591,"Maruti More brother, he's Kashmiri, he's a traitor, I see no difference between Naxalites and Kashmiris... whoever does wrong should be punished, no matter which community.",1,0,"0.8815750479698181,0.11842495948076248"
592,"You're a pimp, you sister-fucker... and Bahubali isn't for dogs like you, idiot lover.",1,0,"0.9945248365402222,0.005475152283906937"
593,"So what are Hindus doing, why don't they take revenge, elders said there's no limit to bowing because the other side says bow more, but stand tall once, then no one dares to stand against you.So struggle for yourself and your future generations.",1,0,"0.8041746616363525,0.19582538306713104"
594,"Congress people, the 56-inch chest is only for feeding milk 🍼 to devotees...",1,0,"0.9726297855377197,0.027370166033506393"
595,"Kick this bastard out of here... tell him to go live in the UN, bastard.",1,0,"0.9692767858505249,0.03072315640747547"
596,Disloyal bastard... what has he done for the country... mutah's puppy.,1,0,"0.8873058557510376,0.1126941442489624"
597,"What's this, brother, is Modi only about speeches, before elections, media screws Pakistan's mother, now where are those bastards.",1,0,"0.9507908225059509,0.049209170043468475"
598,"Man, where's the courage in you Indians, even enter an inch into the no-go line, your father couldn't cross the LoC.If you cross by mistake, you won't return even after dying... because if BAT can cross the LoC and behead your soldiers, in their area, they'll make mincemeat of you, think about that, cowards...
You guys are brave only in media or movies... in reality, getting beaten everywhere is your fate.",1,0,"0.7491940855979919,0.25080594420433044"
599,"Hey, go quick... you'll know your worth... even your family doesn't take you seriously... they call you bastard, scoundrel... did I say right, go, go quick.",1,0,"0.9569617509841919,0.043038252741098404"
600,"NiTin ShaRma brother, don't tell them, they'll bring back Congress, and then 2G, CWG, COALGATE will happen again.",1,0,"0.7828210592269897,0.21717895567417145"
601,"Three idiots seen together today... first that opera guy, second the cameraman... and now this doll... damn.",1,0,"0.8269742131233215,0.17302581667900085"
602,"The pig's pride hasn't broken, talks too much, does too much, sometimes Modi Modi, sometimes Yogi Yogi.",1,0,"0.9932126998901367,0.0067873019725084305"
603,"Raj Malhotra, don't talk about Islam, brother... those people bomb their own mosques and kill many, such people have no relation with Islam... humanity has ended there.",1,0,"0.9074545502662659,0.09254539012908936"
604,"Pakistan has attacked India... you dog, bastard Modi.",1,0,"0.9795342683792114,0.020465783774852753"
605,"Don't become a dog equal to dogs, kill those bastards like pigs.",1,0,"0.9597979187965393,0.04020204767584801"
606,"Fake ID guy Pratik Yadav, Modi is showing everyone their place, you know it well... but you won't stop your barking habit.",1,0,"0.9512823224067688,0.048717718571424484"
607,"I'll hit Pak's mouth, it'll come out from below.",1,0,"0.5777395963668823,0.4222604036331177"
608,"Now cut him... given Baghdadi's role... whether a pig becomes anything, it'll eat shit.",1,0,"0.7547259330749512,0.24527408182621002"
609,"Why not, brother, I'm a looted Mughal dynasty nawab.",1,0,"0.9199517965316772,0.08004819601774216"
610,"You got respect in Hindustan, Sehwag, don't disrespect people, otherwise, where will you go, people won't even find you.",1,0,"0.9961186647415161,0.003881326410919428"
611,"How many arms, how many heads, count carefully, enemy, he'll lose every game played with our heart and soul.Now the time has come to do to these jihadis what America did, kill them like dogs, otherwise, training is useless.
Burn homes... we have 125 crore soldiers.
Run, jihadi, run, houris are waiting above, and we'll take care of your wife.",1,0,"0.8294696807861328,0.1705303192138672"
612,"According to Indian media reports, 13 soldiers were patrolling when BAT infiltrated and killed 2, beheading them. The question arises, which no Indian will answer, where were the other 11 cowardly soldiers hiding with their wet pants during this????? 😂😂😂
Alright, let's assume the Pak army attacked secretly, but if the 11 soldiers had fought, the heads wouldn't have been cut off, poor souls...
Indians, answer, where did the 11 cowards run off to then???? 😍😅✌💕.",1,1,"0.4851735830307007,0.5148264169692993"
613,"How long will this go on, Pak violates ceasefire so many times, couldn't even appoint a full-time defense minister, Central govt, Arun Jaitley will keep commenting as usual.",1,0,"0.9923886656761169,0.007611295208334923"
614,"In reality, he was still drunk from the night, that's why he blabbered whatever came to mind...And he hasn't had work for a long time, so just grabs publicity like this... say something about religious matters like temple or mosque, and grab publicity, that's his trick...
#Don'tDrunkTalkTillMorning #Idiot.",1,0,"0.8433611392974854,0.15663883090019226"
615,"You guys don't even know the meaning of surgical strike, beheading 2 soldiers, eating tea and biscuits, and returning is called a real surgical strike.Your media itself is giving proof, drown in shame, 8 lakh eunuch army is sitting there, only good at scaring kids and women.",1,0,"0.8858590722084045,0.11414089053869247"
616,"You just stay quiet, Babaji... people like you have inflated their egos.",1,0,"0.9933192729949951,0.006680790800601244"
617,How long will this go on? Why fear Pak? Wipe out the bastards...,1,0,"0.7235186100006104,0.27648141980171204"
618,"Muslims are really bastards, they get problems when talked about, their asses hurt.And when no one talks about them, their asses hurt the most that no one thinks about Muslims, everyone has become Hindu, what the hell do you bastards want?",1,0,"0.873199999332428,0.12679998576641083"
619,"Muzafar Ali Shaikh... we'll screw you running, your mom, dad, and sister... how did a sissy become a guy, you're a sissy.Bastard, we'll screw every hole in your body, your mom, sister, dad, everyone... nose, ears, ass, vagina, everything.
All your cold and cough will be gone... my kid is growing in your sister and mom's womb...
Your ass, I'll stuff a guy in and pull him out through nose, ears, mouth... you'll keep vomiting...
Then I'll keep giving you water, oiling and screwing you, your mom, dad, sister, and you... you'll get confused which hole Rana didn't screw.
You pray with your ass up, right, I'll screw you then, bastard... your 14-inch vagina, I'll make it 14,000 km.
You're too proud of your vagina and ass... I'll cool all the heat of your vagina and ass...
Your sister, mom, dad dance in the whorehouse... you're my brother-in-law and son, don't forget 😂😂😂😀.",1,1,"0.21198910474777222,0.7880109548568726"
620,"You're a good husband, right! Stay good, don't even look at another girl, okay, you bastard.",1,1,"0.03034788742661476,0.9696521162986755"
621,"I want to screw you in the sky, my dick is 7 inches long, strong, you'll enjoy sucking it.",1,0,"0.8338558077812195,0.1661442220211029"
622,"Nothing will happen... keep dying... in a country of cowards, if I were a soldier, I'd bring terrorists to Delhi, saying screw all you coward seculars' moms and sisters, shoot their asses.",1,1,"0.4396038055419922,0.5603961944580078"
623,People who buy 2 bottles of liquor to vote... what else can they do.,1,0,"0.998327910900116,0.001672110054641962"
624,"Let him go to hell, bastard.",1,0,"0.826007604598999,0.1739923655986786"
625,It's a government of pipes... Modi ji was only good in opposition... at least he gave courage to soldiers... now he just keeps condemning.,1,0,"0.9974852800369263,0.0025147099513560534"
626,"You leaders like you should wear a burqa (veil) and go out, no one will recognize, so what's the fear?",1,0,"0.9826534390449524,0.017346492037177086"
627,"Jansatta, come to your senses, abandon your anti-country campaign, think about the country's good too.Where was your vision when Kashmiri youth were joining BSF, wow, what a filthy mentality, wow, your dirty thinking.",1,0,"0.9072514176368713,0.09274854511022568"
628,"Why would he call the azaan, is he Hindu, will you go to a temple and bow, tell me, you bastards.",1,0,"0.9603815078735352,0.03961846977472305"
629,"Zee News showed what a filthy news channel it is, and Allah got them caught.",1,0,"0.9518484473228455,0.04815153032541275"
630,"Don't say Pakistan, say Pigistan.",1,0,"0.8451009392738342,0.15489909052848816"
631,"Why don't you die, you Pakistani bastards 😠😠😠😠😠😠😠😠😠.",1,0,"0.976603627204895,0.023396434262394905"
632,"If BJP people care so much about morality, Modi should have resigned 30 times.",1,0,"0.9978533387184143,0.002146664308384061"
633,"You sound like a Bihari, but Biharis are from our country, no problem, but your dad must be a Nepali bastard.",1,1,"0.014074912294745445,0.9859251379966736"
634,"Those who don't like Modi, leave India 👋.",1,0,"0.9298207759857178,0.07017922401428223"
635,Entered their homes and killed.,1,0,"0.6841104626655579,0.31588950753211975"
636,"By the way, Nahid, why is your ass burning when it feels so bad 😜, why did you come here to get your ass screwed 👺👺👺👺👺😜😜😜😜😜😜.",1,0,"0.9416257739067078,0.05837419256567955"
637,"Habib HR brother, where did you read it on Google, screw it, if war happens one day, see how many missiles will go up your ass.",1,0,"0.893273115158081,0.10672686249017715"
638,"Hey dog, when Hindus screw Indian Muslims, where's your honor, at that time, does your honor go inside your ass?",1,0,"0.9659637808799744,0.03403627872467041"
639,"Everyone's becoming a thief, the system itself has become garbage.",1,0,"0.996895432472229,0.003104511182755232"
640,"Where are all the peace messengers busy, sometimes you should show patriotism too, there's no harm in it.Terrorists were killed, you can't even condemn that, whose devotion is this?",1,0,"0.9984028935432434,0.001597152790054679"
641,He looks like a cow urine-drinking idiot devotee by his face.,1,0,"0.6366029381752014,0.3633970618247986"
642,"You pig's offspring, whore's kids, you and your pig Allah's mother's vagina...",1,0,"0.9512704014778137,0.048729605972766876"
643,"Good job, they broke temples in Pakistan... no problem, we won't leave a single mosque here... Jai Hind, Jai RSS.",1,1,"0.32540515065193176,0.6745948791503906"
644,"Every day someone is caught with black money, why isn't any minister caught when they have the most black money?",1,0,"0.9853392839431763,0.014660783112049103"
645,"Bastard impotent, couldn't screw his wife, now what will he uproot.",1,0,"0.9530836939811707,0.04691629111766815"
646,"How many Hindus are in Pakistan, huh?There, if someone doesn't say Pakistan Zindabad, they kill them, bastards like you don't come out in support.
If someone does, they screw his mother too... this is India, that's why you guys come with oil in your asses, and no one says anything.",1,0,"0.8795062899589539,0.12049364298582077"
647,"Say it, send us... it's been long, fighting Pakistanis... no need for America or any country.",1,0,"0.5739679932594299,0.4260319769382477"
648,"They're involved themselves and accuse others, these small party leaders, dirty politicians.",1,0,"0.983518123626709,0.01648189127445221"
649,"What to say, brothers, I don't understand why we waste our precious time on these actors.Don't watch any actor's movie in cinema halls.
If someone is saying something, why run after them.
That's why leaders and actors make the public dance to their tunes because these people are sheep and follow the herd.",1,0,"0.999503493309021,0.0004965014522895217"
650,Idiot news.,1,0,"0.9850723147392273,0.014927678741514683"
651,"Show it, man, 56, or at least show 36 😂😂😂😂😂😂😂.",1,0,"0.9982618689537048,0.0017381153302267194"
652,Terrorists control the border... fake sympathizers control the country... don't expect 100 heads for 1... cowards control Delhi.,1,0,"0.9584583640098572,0.041541557759046555"
653,"Who gave this bloody Pakistani terrorist a visa to stay in India?He wants to pit India's Hindu-Muslim brothers against each other.
The worst are these Zee News people who make Pakistani terrorists heroes on their news.
India's news channels are pigs, seating Bangladeshi and Pakistani terrorists in their newsrooms to spread hate in India, shame on you, bastards.",1,0,"0.8470140099525452,0.15298601984977722"
654,"Well caught... until President's rule is imposed in Kashmir, stone-pelting will continue...Mehbooba is causing the stone-pelting, and BJP is supporting it, both are traitors...",1,0,"0.7091354131698608,0.29086464643478394"
655,"Touhid Hussain, at least we read the article before commenting, we don't start abusing seeing BJP like you guys.",1,1,"0.35690921545028687,0.6430907845497131"
656,"Why have the azaan at the CM's residence, do you conduct puja at your home, crazy Maulana, just looking for cheap popularity.",1,0,"0.8104332089424133,0.1895667165517807"
657,What's going to happen... BJP people ruined it...,1,1,"0.4986889362335205,0.5013111233711243"
658,"These bastards' courage breaks if someone throws a stone at their house, there 26 got martyred, no problem...Now tell them, devotees, our soldiers are eating bullets, you can't even take stones and sticks...",1,0,"0.9707233905792236,0.029276665300130844"
659,"It was easy to give speeches when not in power, 56 inches, now do something, you have power.",1,0,"0.9979755282402039,0.0020244186744093895"
660,"It's about faith... otherwise, mullahs like you wouldn't come with changed names to preach...No restriction on pigs eating pigs...",1,1,"0.14253823459148407,0.8574618101119995"
661,"Bastard, what I'm trying to tell you, you won't understand, you pig.",1,0,"0.938692033290863,0.06130797043442726"
662,There could be truth in this because Mehbooba always had a soft corner for terrorists.,1,0,"0.9385665059089661,0.06143352389335632"
663,"Buy a single ticket, the day you go to the UN, forget this country, or you'll lose your life.",1,0,"0.9966567754745483,0.003343160729855299"
664,"Keep going, brothers... it's proven we can't do anything...",1,0,"0.9991542100906372,0.0008457456715404987"
665,"Modi ji, what's happening... if you can't run India, go back to making tea.",1,0,"0.9560343623161316,0.04396558180451393"
666,"Well said, where's Raja Bhoj, where's Gangu Teli.",1,0,"0.9990307092666626,0.0009693478350527585"
667,"Kalpesh Prajapati, only a madman can call others mad... haha, son, get a mental checkup, you bastard.",1,0,"0.8801193237304688,0.11988070607185364"
668,"VIP culture was ended by Kejriwal, not Feku... brokers, don't throw anything.",1,0,"0.9542843699455261,0.04571561515331268"
669,"If it were America instead of India, Pakistan would have been wiped off the map by now.Only India does strong condemnation... that's why the world thinks India is a weak country.",1,0,"0.9833288192749023,0.01667115092277527"
670,"Bastard thief, you'll go to the UN, leaders like him are like termites to the country, throw them out.",1,0,"0.999750554561615,0.00024945219047367573"
671,"Come to Mumbai once, will show the power.",1,0,"0.9797207117080688,0.0202792938798666"
672,"Say the same for cow protection gangs killing people, if someone is slaughtering cows, file a police complaint, why take the law into your hands.",1,0,"0.9895197153091431,0.010480265133082867"
673,"What's new, everyone knows the real culprits in Kashmir are PDP and NC.",1,0,"0.9969452023506165,0.0030548544600605965"
674,"Brother, don't talk about Pakistan, those bastards are pigs, for them, temple or mosque means nothing, they do suicide attacks in mosques too.",1,1,"0.09304528683423996,0.9069547057151794"
675,"Idiot pig, keeps barking like a dog.",1,0,"0.9918068647384644,0.008193147368729115"
676,You people don't care about your mothers and sisters.,1,0,"0.9603424072265625,0.03965763375163078"
677,"Has your mother gotten old, has her love decreased?",1,0,"0.9947952628135681,0.005204766523092985"
678,"Pakistan always does such filthy things, this time give such a response that at least 200 of their army should die.",1,0,"0.7908464074134827,0.20915360748767853"
679,"Rashid Saeed, America spends 512 billion dollars on weapons, so they're cowards... meaning you beggars think everyone is in your category, huh?",1,0,"0.9445070028305054,0.055492937564849854"
680,"Have you seen Bill Gates' video he recorded during his India tour, damn, a nation where half the people shit in fields because they don't have bathrooms, and they want to fight us.Fix your worth, and stuff some straw in Baba Ramdev's ass.",1,0,"0.9560481905937195,0.04395175725221634"
681,"Brother, the people there were fools... now they're suffering, we Delhiites are suffering anyway for voting Kejriwal, and in Bihar, Nitish with Lalu are suffering.",1,0,"0.999627947807312,0.00037200108636170626"
682,"In this country, politics runs on sycophancy and licking boots, not on merit.That's why Modi ji's fake coin is working because the opposition is its own enemy, like Nitish Kumar.",1,0,"0.9959361553192139,0.004063891712576151"
683,"Damn, those throwing stones at the army, shoot them entering their homes, even if it's J&K's CM, why not, they're traitors.",1,0,"0.9759806394577026,0.02401939034461975"
684,Don't know the story of Babar and his gay friend Babri...,1,0,"0.9725871682167053,0.027412816882133484"
685,"The world knows Zee News is RSS's, and RSS has been licking British boots for who knows how long, spreading hate is their old job.",1,0,"0.9779257774353027,0.022074300795793533"
686,"Maybe one way, create a dog squad, release dogs on stone-pelters.",1,0,"0.9879978895187378,0.012002108618617058"
687,"Soldiers are dying daily, and our country's Hitler thinks he's smart by blabbering nonsense...",1,0,"0.8113840818405151,0.18861591815948486"
688,"And RSS is the illegitimate offspring of the British, betraying during India's freedom struggle.",1,0,"0.9424135684967041,0.057586461305618286"
689,Beat those bastards.,1,0,"0.9523046612739563,0.04769528657197952"
690,"The country will run by the constitution, not Vedas, temple money-eaters, reform.",1,0,"0.9863515496253967,0.013648442924022675"
691,"You, traitor, live in the country and support terrorists.",1,0,"0.6533753871917725,0.3466246426105499"
692,"Mohammad Mohsin brother, learn to speak politely sometime in life.",1,0,"0.975243866443634,0.02475612796843052"
